"прибіг к троянцям утомився" "прибіг к троянцям утомився"
"просили всі полковника щоб вів за збруч" "просили всі полковника щоб вів за збруч"
"про характерників лишилося безліч історичних свідчень очевидців народних легенд та переказів" "про характерників лишилося безліч історичних свідчень очевидців народних легенд та переказів"
"вона вже поверталася з мельників де шукала мене" "вона вже поверталася з мельників де шукала мене"
"бо ваші козаки коло вас ченцями поробилися" "бо ваші козаки коло вас ченцями поробилися"
"коли підвода підїхала ближче впізнаю чорноту" "коли підвода підїхала ближче впізнаю чорноту"
"старі ж учились кидать в ціль" "старі ж учились кидать в ціль"
"знайшов з троянців ось кого" "знайшов з троянців ось кого"
"але народ мавп щоразу дає їм гідну відсіч" "але народ мавп щоразу дає їм гідну відсіч"
"а сорочки не дам хочу в ній померти" "а сорочки не дам хочу в ній померти"
"бергхоф став місцем приватних і публічних зустрічей" "бергов став місцем приватних і публічних зустрічей"
"ці новобранці мали лише коротку зброю револьвери та обрізи рушниць заховані під одягом" "ці новобранці мали лише коротку зброю револьвери та обрізи рушниць заховані під одягом"
"так само як і перше це видання поеми було для івана котляревського несподіванкою" "так само як і перше це видання поеми було для івана котляревського несподіванкою"
"помчали аж візок скрипить" "помчали аж візок скрипить"
сім сім
"а в мене" "а в мене"
"плацдарм був утриманий" "плацдарм був утриманий"
"до кулешу того дня мали панські додатки" "до кулешу того дня мали панські додатки"
"не треба" "не треба"
"хоть він за нею і журився" "хоть він за нею і журився"
"у вищій початковій школі була влаштована вечірка" "у вищій початковій школі була влаштована вечірка"
"а ким хочеш бути" "а ким хочеш бути"
"а ми ж його перестрівали в лісі як їхали назад" "а ми ж його перестрівали в лісі як їхали назад"
"висловив волю щоб відвезти тіло до родинного села" "висловив волю щоб відвезти тіло до родинного села"
"вийшовши на дорогу відводимо захоплених у протилежний від нашого маршу бік і" "вийшовши на дорогу відводимо захоплених у протилежний від нашого маршу бік і"
"і таке підґрунтя вперше отримали саме внаслідок наступних рішень ради" "і таке підґрунтя вперше отримали саме внаслідок наступних рішень ради"
"у короткому блиску світла промайнула арка мосту" "у короткому блиску світла промайнула арка мосту"
"його щоб душка полетіла" "його щоб душка полетіла"
"частину туру в підтримку альбому було вирішено перенести" "частину туру в підтримку альбому було вирішено перенести"
"сіла оглядаючи машину" "сіло оглядаючи машину"
"торох рутульця в лівий бік" "торох рутульця в лівий бік"
зупиняю зупиняю
"всі групи що трималися по селах відповідали за свій склад" "всі групи що трималися по селах відповідали за свій склад"
"і цар посилав все нових ковалів та вояків" "і цар посилав все нових ковалів та вояків"
"тут скілько сотень одлічили" "тут скілько сотень одлічили"
прийменник прийменник
"рутульський шолудивий пес" "рутульський шолудивий пес"
"невисокий чоловік з поетичною чуприною" "не високий чоловік з поетичною чуприною"
"ми маємо відомості" "ми маємо відомості"
"та в кущах незнайомого тримав уже другий вартовий уставивши йому дуло рушниці між очі" "та в кущах незнайомого тримав уже другий вартовий уставивши йому дуло рушниці між очі"
"викликати їх мине немало часу" "викликати їх мине немало часу"
"прорвався в юрбу на хіднику і під паніку змився зі звязаними руками" "прорвався в юрбу на хіднику і під паніку змився зі звязаними руками"
"мене запитали чи багато їх ще в запасі" "мене запитали чи багато їх ще в запасі"
"було б тільки гірше якби знайшовся хтось із того полку" "було б тільки гірше якби знайшовся хтось із того полку"
"рубай туши гаси лий куйте" "рубай души гаси лий куйте"
"решта лежали мертві надворі на сходах і в приміщеннях" "решта лежали мертві надворі на сходах і в приміщення"
"взяла його на око" "взяла його на око"
"публіка так і завмерла" "публіка так і завмерла"
"хребет складається з хребців кількість яких різна в різних груп хребетних" "хребет складається з хребців кількість яких різна в різних груп хребетних"
"моти картьожники пянюги" "моти картьожники пянюги"
"час її життя припадав на самий кінець античного світу" "час її життя припадав на самий кінець античного світу"
знаєте знаєте
"но де юнона ні взялася" "ноде юнуна ні взялася"
"тата большевики забрали" "тата большевики забрали"
"хто знає може колись вона належала місцевому князю" "хто знає може колись вона належала місцевому князю"
"наших сватків у сибір і туркестан везуть" "наших сладківусибір і туркестан везуть"
"одначе крізь сльози втрат уже починаю прислухатися до голосу вишні і бджоли" "одначе крізь сльози втрат уже починаю прислухатися до голосу вишні і джоли"
"чи тут остатись чи поплити" "чи тут остатись чи поплити"
"постягав а по обіді занесу може й прадідівське на що придасться" "пустягав а по обіді занесу може й прадідівське на що придасться"
"всі вікна в казармі вибиті вибухами гранат і кулями" "всі вікна в казармі вибиті вибухами гранат і кулями"
"а збіжжя всякого в хаті у господаря за добрих часів стільки не бувало" "а збіжжя всякого в хаті у господаря за добрих часів скільки не бувало"
"бо як пішли далі в степ уже не наздоженеш" "бо як пішли далі в степ уже не нас доженеш"
"зараз неохота бруднитися а весною полізем покажу тобі" "зараз неохота бруднитися а весною полізем покажу тобі"
"і приправляли всім до плеч" "і приправляли всім до плеч"
"венера часто докучала" "венера часто докучала"
"цілющі болота поблизу моря очікують вас і на півдні одещини" "цілющі болота поблизу моря очікують вас і на півдні одещини"
"але у лісах далеко від сіл важко прогодувати майже триста коней" "але у лісах далеко від сіл важко прогодувати майже триста коней"
"не можна сказати що ми зраділи цьому" "не можна сказати що ми зраділи цьому"
"бажаючи побачити кумедію тримаюся хмари" "бажаючи побачити кумедію тримаюся хмари"
"рука мимоволі тягнулася до револьвера" "рука мимоволі тягнулася до револьвера"
"але незабаром ситуація кардинальним чином змінилася" "але незабаром ситуація кардинальним чином змінилася"
"дрозд тим часом сiв на бочку з водою та й дзьобає собi" "дроз тим часом сiв на бочку з водою та й дзьобає собі"
"на одній із них потрапив під руки гладущик" "на одній із них потрапив під руки гладущик"
"я сиджу за дрібненьку справу синистаршини до красної армії на мобілізацію не зголосилися" "я сиджу за дрібненьку справу сини старшини до красної армії на мобілізацію не зголосилися"
"другий план виглядав значно реалістичнішим" "другий план виглядав значно реалістичніши"
"ви ж кіннотник" "ви ж кіннотник"
"діло ось у чому" "ділоос у чому"
"а це якраз відповідає початку магнітних бур" "а це якраз відповідає початку магнітних бур"
"уміли характерники і керувати погодою розганяти хмари або навпаки накликати дощ" "уміли характерники і керувати погодою розганяти хмари або навпаки накликати дощ"
"по дорозі в госпіталь автомобіль швидкої допомоги перехоплений секретними спецслужбами" "по дорозі в госпіталь автомобіль швидкої допомоги перехоплений секретними спецслужбами"
"у мене є така крута ідея для фільму чи серіалу" "у мене є така крута ідея для фільму чи серіалу"
"щоб ніде ні зброї ні шапки козацької ні пісні" "щоб ніде ні зброї ні шапки козацької ні пісні"
"у додатку моя стаття із розясненням спірного питання хронології визволення півострова" "у додатку моя стаття із розясненням спірного питання хронології визволення півострова"
"частина третя" "частина третя"
"як тілько темна та пахмурна" "як тілько темна та похмурна"
"що на латина всяк плює" "що на латина всяк плює"
"відірвавши смугу підкладки від пальта скручую її шнурком і зашморгую на своїй шиї" "відірвавши смугу підкладки від пальта скручую їй шнурком і зашморгую на своїй шиї"
"ви показували тоді начальникові варти партбілет" "ви показували тоді начальникові варти партбілет"
"зсередини ми укріпили їх пресованою соломою" "з середини ми укріпили їх пресованою соломою"
"кюстенділ є найбільшим бальнеологічним курортом" "кюстенділ є найбільшим бальнеологічним курортом"
"а ви звідки знаєте що мені до монастиря треба" "а ви звідки знаєте що мені до монастиря треба"
"який в цьому сенс який тут резон" "який в цьому сенс який тут резон"
"коли стукіт копит віддалився оля глянула на мене і засміялася" "коли стукіт копит віддалився оля глянула на мене і засміялася"
"здогадуюся що мова про компанійця" "здогадуюся що мова про компанійця"
"квашу під златополем убили возили потім по селах показувати щоб люди боялися" "квашу під златополем убили возили потім по селах показувати щоб люди боялися"
"усіх забрати не можемо перервав задуму хмара але ворона треба забрати" "усіх забрати не можемо перервав задуму хмара але ворона треба забрати"
"стурдза не сприйняв пропозицію всерйоз і відмовився" "стурдза не прийняв пропозицію всерйоз і відмовився"
"от їхало якихось із десять на конях назустріч" "от їхало якихось із десять на конях назустріч"
"польською мовою говорив тільки польський ксьондз дідич і учитель" "польською мовою говорив тільки польський ксьонз дідич і учитель"
"курултай кримськотатарського народу таємним голосуванням призначає меджліс" "курлатайк кримськотатарського народу таємним голосуванням призначає меджліс"
"якраз її взяли гайдуки" "якраз її взяли гайдуки"
"куди його зевес послав" "куди його зевес послав"
"сказав венул не погнівись" "сказав венул не погнівись"
"прийшли і в ній велику нору" "прийшли і в ній велику нору"
"тепер лише діра проходу видавала хату під землею" "тепер лише діра проходу видавала хату під землею"
"про втечу годі й мріяти" "про втечу годі й мріяти"
засміялася засміялася
"проблема лише в тому що в канаді вже є справжні канадці" "проблема лише в тому що в канаді вже є справжні канадці"
"решту коней поставили надворі біля кошів" "решту коней поставив надворі біля кошів"
"зібравшись в умовленому місці розподіляємо ролі" "зібравшись в умовленому місці розподіляємо ролі"
"а організм вимагав матеріалу на латання своїх дірок" "а організм вимагав матеріалу на латання своїх дірок"
"наступного дня прибув отаман голий із кількома сотнями повстанців" "наступного дня прибув отаман голий із кількома сотнями повстанців"
"так ісполинськії дрючини" "так ісполинськії дрючини"
"але чому бо вона зрадила з любові до мене" "але чому бо вона зрадила з любові до мене"
"у селах зовсім не був і нікого не знаю" "у селах зовсім не був і нікого не знаю"
"добре роздивившись чорнота обернувся до мене" "добре роздивившись чорнота обернувся до мене"
"серце в нього шалено билося але в душі займалася надія" "серце в нього шалено билося але в душі займалася надія"
"петренко розсердився" "петренко розсердився"
"але ви хапайте відразу за горло щоб не крикнув" "але ви хапайте відразу за горло щоб не крикнув"
"всі вулиці були заповнені народом який вийшов проводжати запоріжців" "всі вулиці були заповнені народом який вийшов проводжати запоріжців"
"переконавшись що ми не червоні радів нам не менше ніж ми йому" "переконавшись що ми не червоні радів нам не менше ніж ми йому"
"і навіть у гамірній затоці завжди є де відокремитися" "і навіть у гамірній затоці завжди є де відокремитися"
діалог діалог
"а ти знову кажеш хотів" "а ти знову кажеш хотів"
"способи творення нових слів" "способи творення нових слів"
"у двох томах" "у двох томах"
"невеликі числом але незламні духом можуть успішно боротися з незрівнянно сильнішим ворогом" "не великі числом але незламні духом можуть успішно боротися з незрівнянно сильнішим ворогом"
"еней аж на поміст приліг" "еней аж на поміст приліг"
"і зараз приступили к флоту" "і зараз приступили к флоту"
"проте більшість льодовикових потоків впадає не в океан а в шельфові льодовики" "проти більшість льодовикових потоків впадає не в океан а в шельфові льодовики"
"на жаль це ще й актуальне сьогодення" "на жаль це ще й актуальне сьогодення"
"незабаром вернулися з розвідки кіннотники із двома озброєними стецівчанами на конях" "незабаром вернулися з розвідки кіннотники із двома озброєними стецівчанами на конях"
"ченці ще насадили а ці божі коровки тепер і доглянути не можуть" "ченці ще насодили а ці божі коровки тепер і доглянути не можуть"
"здайте зброю відведемо вас до штабу дивізії" "здайте зброю відвеземо вас до штабу дивізії"
"чому б не заїжджали" "чому б не заїжджали"
"іскорчившуюся в дугу" "і скорчившуюся в дугу"
"слухайно козаче" "слухайно козаче"
"операцію отаман доручив сотникові зінкевичу" "операцію отаман доручив сотникові зінкевичу"
"половина їх боса" "половина їх боса"
"напрямок статей і закликів помиритися з поляками щоб розбити врангеля й петлюру" "напрямок статей закликів помиритися з поляками щоб розбити врангеля й петлюру"
"знаємо де їх дожидати поки виберуться" "знаємо де їх дожидати поки виберуться"
"за ним на повному ходу рухалися два бронепоїзди керовані семеном лощенком і павлом шандруком" "за ним на повному ходу рухалися два бронепоїздикеровані семеном лощенком і павломшандруком"
"проте кінцівка року була найбільш шокуючою для фанів" "проте кінцівка року була найбільш шокуючою для фанів"
"негідний злодій єретик" "негідний злодій єретик"
"сьогодні виробництво полімерів найбільша галузь хімічної промисловості" "сьогодні виробництво полімерів найбільша галузь хімічної промисловості"
"за провідника була тіна" "за провідника була тіна"
"зійшовши на ґанок стаємо по обидва боки відчинених у сіни дверей" "зійшовши на ґанок стаємо по обидва боки відчинених у сіни дверей"
"тепліше буде чатувати та й пес слід не так скоро винюхає пояснив бугай" "тепліше буде чатуватита й пес слід не так скоро винюхаєпояснив бугай"
"третій універсал залишає за всіма іншими областями право на вступ до україни" "третій універсал залишає за всіма іншими областями право на вступ до україни"
"отам кажуть стояв гетьманський палац хмельницького" "отам кажуть стояв гетьманський палац хмельницького"
"застаємо там загін отамана яблочка" "застаємо там загін отамана яблочка"
"степовики позбавлені справ згадуватимуть свої хати" "степовики позбавлені справ згадуватимуть свої хати"
"треба було кінчати а мені стало жаль цього ворога" "треба було кінчати а мені стало жаль цього ворога"
"виходжу без зброї і йду туди" "виходжу без зброї і йду туди"
"до холодного яру ще й цвітковський із полком кінноти прийшов" "до холодного яру щейцвітковський із полком кінноти прийшов"
"пласт національна скаутська організація україни" "пласт національна скаутська організація україни"
"знявши кулемет здоровкається з усіма" "знявши кулемет здоровкається з усіма"
"далось і їй троянців знать" "далось і їй троянців знать"
"біля інших проходів теж чулося виття і ляскання щелеп" "біля інших проходів теж чулося виття і ляскання щелеп"
семеро семеро
"макітру одділив од плеч" "макітруділив од плеч"
"дозорці побігли до тюремної стайні по коней і звичайно наздогнали б" "дозорці побігли до тюремної стайні по коней і звичайно наздогнали б"
"до карасубазару ми доїхали без жодних перешкод" "до карасубазару ми доїхали без жодних перешкод"
"по моїй руці побігли її гарячі сльози" "по моїй руці побігли її гарячі сльози"
"як побіжу попід ним праворуч переймуть мої конвоїри" "як побіжу попід ним праворуч переймуть мої конвоїри"
"посилювався і рушничний та кулеметний вогонь із міста" "посилювався і рушничний та кулеметний вогонь із міста"
"чи можна вважати що в навколишньому світі існують нескінченні множини обєктів" "чи можна вважати що в навколишньому світі існують нескінченні множини обєктів"
"покіль кликнули їх за стіл" "покiль кликнули їх за стіл"
"оповів коротенько де брав та з ким привіз харчі і роззирнувся на вогнища" "оповів коротенько де брав та з ким привіз харчі і роззирнувся на вогнища"
"тепер поряд з арабською мовою в найбільших містах англійська та італійська також широко поширені" "тепер поряд з арабською мовою в найбільших містах англійська та італійська також широко поширені"
"поставивши коней ідемо з хмарою до сільради" "поставивши коней ідемо з хмарою до сіль ради"
а а
"побить троянців всяк спішить" "побить троянців всяк спішить"
"оригінальний вибір пропонує й уславлена затока" "оригінальний вибір пропонує й уславлена затока"
"ми підемо до церкви а ти походи між народом" "ми підемо до церкви а ти походи між народом"
"порадившись вирішили що загін марусі має на якийсь час зникнути" "порадившись вирішили що загін марусі має на якийсь час зникнути"
шестеро шестеро
"стало гірко і смішно" "стало гірко і смішно"
"два полки з гарматами" "два полки з гарматами"
"дід годив петрові як хворій дитині але петро їсти не хотів" "дід годив петрові як хворій дитині але петро їсти не хотів"
"їй ніч свої сльози ллє та молиться трава" "їй ніч свої сльози ллє та молиться трава"
другої другої
"ти й так у раю" "ти й так у раю"
"се бідні нищі навіжені" "се бідні нищі навіжені"
"близько полудня ми були вже в єлисаветграді" "близько полудня ми були вже в єлисеветграді"
"ці блискучі чорні очі й копицю кучерявого волосся я точно десь уже бачив" "ці блискучі чорні очі й копицю кучерявого волосся я точно десь уже бачив"
"загомонів на вітрів грізно" "загомонів на вітрів грізну"
"у лісі зацюкали по молодих деревах шаблі" "у лісі зацюкали по молодих деревах шаблі"
"що сумно аж було глядіть" "що сумно аж було глядіть"
"були й залізні вила та відточені рискалі" "були й залізні вила та відточені рискалі"
"був представником етнічної групи фанґ" "був представником етнічної групи фанґ"
"а то вже ні то вже ні" "а то вже ні то вже ні"
"чимало старих характерників залишилося на великому лузі і після зруйнування січі" "чимало старих характерників залишилося на великому лузіі після зруйнування січ"
"арештували лікаря та фельдшерку" "арештували лікаря та фельдшерку"
"то передова сторожа кінець наших володінь" "то передова сторожа кінець наших володінь"
"а потім смерть до артикулу" "а потім смерть до артикулу"
"після мобілізації штаб холодного яру розширив агентурну розвідку" "після мобілізації штаб холодного яру розширив агентурну розвідку"
"складносурядне речення з розділовими сполучниками" "складно сурядне речення з розділовими сполучниками"
"я не можу в цей похід іти" "я не можу в цей похід іти"
"камянка готувалася до прийняття повітової влади з чигирина" "камянка готувалася до прийняття повітової влади з чигирина"
"а мертвець той і ожив" "а мертвець той і ужив"
"видно погнався за тими що втекли" "видно погнався за тими що втекли"
"махно впявся поглядом у нього як яструб у курча" "махновпявся поглядом у нього як яструб у курча"
"у медведівці піймали двох хлопців зі зброєю" "у медведівці піймали двох хлопців зі зброєю"
"хотьби побрали всіх чорти" "хоть би побрали всіх чорти"
підїжджаю підїжджаю
"підхоплюю її на руки" "підхоплюю її на руки"
"потім тепло зі сльозами в голосі попрощав полеглих" "потім тепло зі сльозами в голосі попрощав полеглих"
восьмий восьмий
"чуєте хочу жити почувся її болісний напівшепіт" "чуєте хочу жити почувся її болісний напівшепіт"
"то ще не всі" "то ще не всі"
"кожен іммігрант бачить канаду посвоєму" "кожен іммігрант бачить канаду по своєму"
"потім разом на допит" "потім разом на допит"
"похмурий відійшов від вікна і став у кутку" "похмурий відійшов від вікна і став у кутку"
"не до чотирьох максимів а до пяти" "не до чотирьох максимів а до пяти"
"тим часом назустріч нам вибігає частина знайомої лави" "тим часом назустріч нам вибігає частина знайомої лави"
"також українці розвантажили бронеавтомобілі і розгорнули їх у бік противника" "також українці розвантажили бронеавтомобілі і розгорнули їх у бік противника"
"петро чучупака солонько і гриб кинулися виводити своїх" "петрочучупака солонько і гриб кинулися виводити своїх"
"воші залазячи в свіжі рани остаточно урвали терпець" "воші залазячи в свіжі рани остаточно урвали терпець"
"троянці в човни посідавши" "троянців човни посідавши"
"а зовуть мене наталка" "а зовуть мене наталка"
"що батько у дидони вкрав" "що батько у дидоневкрав"
"слава україні" "слава україні"
"і заєць вовка покусав" "і заєць вовка покусав"
"на слово се прийшла амата" "на слово се прийшла амата"
"та тілько грошики лупили" "та тілько грошики лупили"
"так чи інакше прізвисько пристало до газети і зміцнило її імідж вагомого авторитетного видання" "так чи інакше прізвисько пристало до газети і зміцнило її іміж вагомогоавторитетного видання"
"перейти залізницю" "перейти залізницю"
радимося радимося
"на цьому ж факті базується принцип гасіння пожеж рідким азотом" "на цьому ж факті базується принцип гасіння пожеж рідким азотом"
"речення з відокремленими членами" "речення з відокремленими членами"
"у білий світ" "у білий світ"
"та це й непогано якщо вдуматися" "та це й непогано якщо вдуматися"
"царство життя лишилося за тим порогом" "царство життя лишилося за тим порогом"
"що нас без милости морять" "що нас без милости мурять"
"а на тім боці ваші є" "а на тім боці ваші є"
"протягом тривалого часу тут переважав підзолистий процес ґрунтоутворення" "протягом тривалого часу тут переважав підзолистий процес ґрунтоутворення"
"що деякий і хвіст надув" "що деякий і хвіст надув"
"ні про се ти не згадаєш" "ні про се ти не згадаєш"
"насупротив сих окаянниць" "на супроти в сих окаянниць"
"уночі поблизу нашого табору розляглася стрілянина" "у ночі поблизу нашого табору розляглася стрілянина"
"про що ж мазку мирянську лити" "про що ж мазку мирянську лити"
"мабуть думаєш що куля не візьме" "мабуть думаєш що куля не візьме"
"бідолаху розстріляли" "бідолаху розстріляли"
"чмелів довгенько дуже слухав" "чмелів довгенько дуже слухав"
"коли червоне світло на останньому вагоні подаленіло переходимо залізницю" "коли червоне світло на останньому вагоні подаленілопереходимо залізницю"
"вовки завили і соло і гуртом" "вовки завили і соло і гуртом"
"та ніхто не поспішав притулитися десь щоб передрімати годинку" "та ніхто не поспішав притулитися десь щоб передрімати годинку"
"на думку інших чардаш зявився з танцю гайдуків" "на думку інших чардаш зявився з танцю гайдуків"
"ну чого ти скиглиш до весни недалеко почнуться бої буде фронт тоді підемо пробиватися" "ну чого ти скиглиш до весни недалеко почнуться боїбуде фронт тоді підемо пробиватися"
"третього не було дано" "третього не було дано"
"од сонця ввесь він попалився" "од сонця ввесь він попалився"
"він для тих кого переслідують" "він для тих кого переслідують"
"самці вступають в боротьбу через самиць бючи один одного головами" "самці вступають в боротьбу через самицьбючи один одного головами"
"по нараді у штабі виступаємо до суботівського лісу" "по нараді у штабі виступаємо до суботівського лісу"
"ой сину що се ти робиш крикнув батько" "ой сину що се ти робишкрикнув батько"
"квітку оту синеньку ногою зломили" "квітку оту синеньку ногою зломили"
діалектизми діалектизми
"змучивши коней дають нам ніч відпочити" "змучивши коней дають нам ніч відпочити"
"тіло петруся віднесли до мотриного монастиря й поховали на монастирському цвинтарі похристиянськи" "тіло петруся віднесли до мотурного монастиря й поховали на монастирському цвинтарі по християнський"
"німці прагнули дотримуватися нейтралітету" "німці прагнули дотримуватися нейтралітету"
"не брати ж його із собою в рейд" "не братиш його із собою в рейд"
"з кожним новим кайзерівським підрозділом напруга зростала траплялися поодинокі випадки роззброєння українських солдат" "з кожним новим кайзерівським підрозділом напруга зростала траплялися поодинокі випадки роззброєння українських солдат"
"чи вийде принц з гідністю з цих ігор" "чи вийде принц з гідністю з цих ігор"
"петренко закомандував атаку" "петренко закомандував атаку"
"тут жив князь з дружиною" "тут жив князь з дружиною"
"везли зі звязаними руками й ногами" "везли зі звязаними руками й ногами"
"стояли хльорки наголо" "стояли хльорки наголо"
"заклекотав куліш у відрах зашкварчало сало на сковородах" "заклекотав куліш у відрахзашкорчало сало на сковородах"
"латин старий і полигався" "латинь старий і полигався"
"скінчивши оповідь чорноліський полковник запитально глянув на петренка" "скінчивши оповідь чорноліський полковник запитально глянув на петренка"
"стояла розглядаючи що діється" "стояла розглядаючи що діється"
"а то ти пилипе то тебе носить" "а то типилипе до тебе носить"
"що тут дають і добрим тьху" "що тут дають і добрим тьху"
"спочатку репертуар оповідань дзьорурі був не багатим" "спочатку репертуар оповідань дзьорурі був не богатим"
"біля кулемета розпростерся хтось у білизні й матроській шапці з маузером поверх сорочки" "біля кулемета розпростерся хтось у білизні й матроській шапці з маузером поверх сорочки"
"на гріх дівок що підводили" "на гріх дівок що підводили"
"тут тілько що перемолився" "тут тілько що перемолився"
"то сонце глянуло на світ" "то сонце глянуло на світ"
"анхиз з горілочки умер" "анхиз горілочки умер"
"дрижав як каїн за алтин" "дрижав як каїн за алтину"
"для тебе лучшая од нас" "для тебе лучшая од нас"
"а на разі я вас прошу негайно відкликати вашу кінноту і бронепотяги" "а наразі я вас прошу негайно відкликати вашу кінноту і бронепотяги"
"енея заколоть побити" "енея заколоть побити"
